SIZE,DURATION,MODE,TIME,MIN,MAX,N
50,2410,CPU,0.34599971771240234,0.3439977169036865,0.3489983081817627,10
50,2610,CPU,0.37389991283416746,0.37199974060058594,0.377000093460083,10
50,2810,CPU,0.4018000602722168,0.39999938011169434,0.40399932861328125,10
50,3010,CPU,0.43029978275299074,0.4269998073577881,0.4349982738494873,10
50,3210,CPU,0.4575000762939453,0.4549999237060547,0.4610011577606201,10
50,3410,CPU,0.48315556049346925,0.4795215129852295,0.48599815368652344,10
50,3610,CPU,0.5095455884933472,0.5070016384124756,0.5144979953765869,10
50,3810,CPU,0.5380250453948975,0.5340011119842529,0.5429987907409668,10
50,4010,CPU,0.5712976932525635,0.5660016536712646,0.5744283199310303,10
50,4210,CPU,0.5971000671386719,0.5939998626708984,0.6000010967254639,10
50,4410,CPU,0.6252004384994507,0.6219978332519531,0.630007266998291,10
50,4610,CPU,0.6522998809814453,0.650998592376709,0.6559913158416748,10
50,4810,CPU,0.6811002254486084,0.6779904365539551,0.6880004405975342,10
50,5010,CPU,0.7097998857498169,0.705000638961792,0.7130024433135986,10
50,5210,CPU,0.7365002870559693,0.7329988479614258,0.7410035133361816,10
50,5410,CPU,0.7652998924255371,0.7620017528533936,0.7729997634887695,10
50,5610,CPU,0.7931998014450073,0.7879993915557861,0.797997236251831,10
50,5810,CPU,0.8238266468048095,0.817002534866333,0.8327457904815674,10
50,6010,CPU,0.853199815750122,0.8469986915588379,0.8640017509460449,10
50,6210,CPU,0.8784997463226318,0.8739986419677734,0.8830001354217529,10
50,6410,CPU,0.9069001197814941,0.9039978981018066,0.9160010814666748,10
50,6610,CPU,0.9379998445510864,0.9320008754730225,0.9469988346099854,10
50,6810,CPU,0.9671000957489013,0.9619996547698975,0.9770026206970215,10
50,7010,CPU,0.9945017576217652,0.9869992733001709,1.003998041152954,10
50,7210,CPU,1.0226994514465333,1.0180010795593262,1.0290000438690186,10
50,7410,CPU,1.049899959564209,1.0469985008239746,1.0560004711151123,10
50,7610,CPU,1.0778997898101808,1.0729992389678955,1.0869998931884766,10
50,7810,CPU,1.1034008741378785,1.100001335144043,1.1080000400543213,10
50,8010,CPU,1.1353564500808715,1.1275498867034912,1.1559996604919434,10
50,8210,CPU,1.1598997831344604,1.155998706817627,1.1630022525787354,10
50,8410,CPU,1.1869998693466186,1.1830003261566162,1.1940011978149414,10
50,8610,CPU,1.2151000022888183,1.2119994163513184,1.2229983806610107,10
50,8810,CPU,1.2435043334960938,1.2390015125274658,1.2529995441436768,10
50,9010,CPU,1.274500584602356,1.2689967155456543,1.2860000133514404,10
50,9210,CPU,1.298699712753296,1.2960002422332764,1.3020007610321045,10
50,9410,CPU,1.3273032188415528,1.3240001201629639,1.3370013236999512,10
50,9610,CPU,1.3556998252868653,1.3519997596740723,1.3639991283416748,10
50,9810,CPU,1.384751558303833,1.3809986114501953,1.3950002193450928,10
60,10,CPU,0.008700060844421386,0.008002996444702148,0.009003400802612305,10
60,210,CPU,0.049399805068969724,0.04899716377258301,0.05000162124633789,10
60,410,CPU,0.09019997119903564,0.08899760246276855,0.0910029411315918,10
60,610,CPU,0.13109993934631348,0.12999892234802246,0.1329972743988037,10
60,810,CPU,0.17100017070770263,0.1699986457824707,0.17200303077697754,10
60,1010,CPU,0.21149961948394774,0.20999789237976074,0.2149980068206787,10
60,1210,CPU,0.25159971714019774,0.24899864196777344,0.25300073623657227,10
60,1410,CPU,0.2918997287750244,0.29000115394592285,0.2949976921081543,10
60,1610,CPU,0.3321999549865723,0.330000638961792,0.3379995822906494,10
60,1810,CPU,0.3724997043609619,0.3699986934661865,0.3749990463256836,10
60,2010,CPU,0.4129030704498291,0.4099998474121094,0.41699957847595215,10
60,2210,CPU,0.4529998540878296,0.4499988555908203,0.45999836921691895,10
60,2410,CPU,0.49280006885528566,0.49000048637390137,0.49900054931640625,10
60,2610,CPU,0.5329998016357422,0.530001163482666,0.5390012264251709,10
60,2810,CPU,0.5722000122070312,0.5699994564056396,0.5779993534088135,10
60,3010,CPU,0.6134000539779663,0.6109981536865234,0.6199984550476074,10
60,3210,CPU,0.6525794267654419,0.6509981155395508,0.6560649871826172,10
60,3410,CPU,0.695453143119812,0.6909985542297363,0.7039992809295654,10
60,3610,CPU,0.7347998857498169,0.7309985160827637,0.7419998645782471,10
60,3810,CPU,0.7731998443603516,0.7699997425079346,0.7779991626739502,10
60,4010,CPU,0.8166999816894531,0.8119997978210449,0.8260006904602051,10
60,4210,CPU,0.853609299659729,0.8500010967254639,0.8580102920532227,10
60,4410,CPU,0.8954007148742675,0.8909978866577148,0.9019982814788818,10
60,4610,CPU,0.9372024774551392,0.9319984912872314,0.9450273513793945,10
60,4810,CPU,0.9764001607894898,0.9719991683959961,0.9850015640258789,10
60,5010,CPU,1.0161001205444335,1.0119984149932861,1.021998643875122,10
60,5210,CPU,1.0574148178100586,1.052001714706421,1.0650019645690918,10
60,5410,CPU,1.0979996919631958,1.0930004119873047,1.1079988479614258,10
60,5610,CPU,1.1354997634887696,1.1329972743988037,1.1439988613128662,10
60,5810,CPU,1.1763000249862672,1.170999526977539,1.1870005130767822,10
60,6010,CPU,1.2179311752319335,1.2119994163513184,1.2273015975952148,10
60,6210,CPU,1.2619582176208497,1.2540009021759033,1.2762477397918701,10
60,6410,CPU,1.2981535196304321,1.2929975986480713,1.304009199142456,10
60,6610,CPU,1.341200876235962,1.3339991569519043,1.3500008583068848,10
60,6810,CPU,1.3812006950378417,1.3749988079071045,1.3940060138702393,10
60,7010,CPU,1.422000002861023,1.4139986038208008,1.432999849319458,10
60,7210,CPU,1.46026930809021,1.4519984722137451,1.4729993343353271,10
60,7410,CPU,1.502817988395691,1.4930012226104736,1.5220003128051758,10
60,7610,CPU,1.5432016849517822,1.5350003242492676,1.552001953125,10
60,7810,CPU,1.5804997205734252,1.5749986171722412,1.5860013961791992,10
60,8010,CPU,1.623241138458252,1.6149988174438477,1.631000280380249,10
60,8210,CPU,1.6626980781555176,1.6539981365203857,1.6769964694976807,10
60,8410,CPU,1.699213981628418,1.693000078201294,1.7089996337890625,10
60,8610,CPU,1.740700626373291,1.7350080013275146,1.7539987564086914,10
60,8810,CPU,1.780266571044922,1.7729995250701904,1.7926387786865234,10
60,9010,CPU,1.822400164604187,1.8129987716674805,1.8460021018981934,10
60,9210,CPU,1.8611006259918212,1.8539998531341553,1.8810007572174072,10
60,9410,CPU,1.9020009756088256,1.8979997634887695,1.9110002517700195,10
